"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Можно открыть первую статью из списка","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Можно открыть первую статью из списка","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-14","skipped","","","TC-4: Восстановление пароля","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Список статей загружается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-11","skipped","","","","",""
"","7477","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-14","passed","2025-12-14","","TC-3: Проверка навигации по разделам","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-12","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Можно открыть первую статью","Habr.com - Тестирование функционала статей","2025-12-12","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-11","skipped","","","","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Async/await should work","TypeScript configuration test","2025-12-12","skipped","","","","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Поиск по запросу ""TypeScript"" возвращает результаты","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-1: Работа с поиском","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-14","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-4: Восстановление пароля","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Async/await should work","TypeScript configuration test","2025-12-11","skipped","","","","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Поиск по запросу ""TypeScript"" возвращает результаты","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-1: Работа с поиском","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-4: Восстановление пароля","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","10156","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-14","passed","2025-12-14","","TC-5: Интеграционные тесты","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-14","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-4: Восстановление пароля","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-14","skipped","","","","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-14","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Поиск статьи по ключевому слову ""питон""","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Список статей загружается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-14","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","25701","Диагностика формы входа Хабра","Habr.com - Тестирование функционала статей","2025-12-14","passed","2025-12-14","","","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-14","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Поиск по запросу ""TypeScript"" возвращает результаты","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-1: Работа с поиском","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-12","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Можно открыть первую статью из списка","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-13","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Можно открыть первую статью из списка","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Список статей загружается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-5: Интеграционные тесты","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Можно открыть первую статью из списка","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-4: Восстановление пароля","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-13","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-13","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Можно открыть первую статью из списка","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-12","skipped","","","","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Async/await should work","TypeScript configuration test","2025-12-12","skipped","","","","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Поиск статьи по ключевому слову ""питон""","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Async/await should work","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Async/await should work","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-14","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Async/await should work","TypeScript configuration test","2025-12-11","skipped","","","","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-14","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Поиск статьи по ключевому слову ""питон""","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-4: Восстановление пароля","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-14","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Можно открыть первую статью","Habr.com - Тестирование функционала статей","2025-12-14","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-5: Интеграционные тесты","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-5: Интеграционные тесты","",""
